split,segment_name,waymo_weather,predicted_weather,prediction_confidence,prob_sun_clear,prob_cloudy,prob_foggy,prob_rain,prob_snow,location,time_of_day,total_frames,labeled_frames,date,day_of_week,hour_of_day,local_time,tfrecord
train,5731414711882954246_1990_250_2010_250,sunny,sun/clear,0.9653,0.9653,0.0181,0.0008,0.0096,0.0062,location_phx,Day,198,30,2017-10-29,Sunday,12,12:39:15,segment-5731414711882954246_1990_250_2010_250_with_camera_labels.tfrecord
train,574762194520856849_1660_000_1680_000,sunny,rain/storm,0.8393,0.0035,0.0789,0.0107,0.8393,0.0677,location_sf,Day,199,30,2019-04-01,Monday,8,08:19:12,segment-574762194520856849_1660_000_1680_000_with_camera_labels.tfrecord
train,575209926587730008_3880_000_3900_000,sunny,foggy/hazy,0.6093,0.0093,0.072,0.6093,0.2723,0.0372,location_sf,Day,198,30,2019-03-26,Tuesday,8,08:21:17,segment-575209926587730008_3880_000_3900_000_with_camera_labels.tfrecord
train,580580436928611523_792_500_812_500,sunny,rain/storm,0.5683,0.1151,0.2073,0.1017,0.5683,0.0076,location_phx,Night,194,29,2017-10-25,Wednesday,19,19:46:00,segment-580580436928611523_792_500_812_500_with_camera_labels.tfrecord
train,5835049423600303130_180_000_200_000,sunny,rain/storm,0.9082,0.0029,0.0433,0.0029,0.9082,0.0428,location_sf,Day,198,30,2019-05-14,Tuesday,15,15:45:41,segment-5835049423600303130_180_000_200_000_with_camera_labels.tfrecord
train,5846229052615948000_2120_000_2140_000,sunny,rain/storm,0.7783,0.0004,0.0095,0.0009,0.7783,0.211,location_sf,Day,198,30,2019-05-14,Tuesday,7,07:48:32,segment-5846229052615948000_2120_000_2140_000_with_camera_labels.tfrecord
train,5861181219697109969_1732_000_1752_000,sunny,foggy/hazy,0.6488,0.0023,0.0151,0.6488,0.3063,0.0275,location_other,Day,199,40,2018-03-13,Tuesday,17,17:58:56,segment-5861181219697109969_1732_000_1752_000_with_camera_labels.tfrecord
train,5870668058140631588_1180_000_1200_000,sunny,rain/storm,0.9576,0.0031,0.0168,0.0023,0.9576,0.0201,location_sf,Day,198,20,2019-05-07,Tuesday,14,14:39:57,segment-5870668058140631588_1180_000_1200_000_with_camera_labels.tfrecord
train,5871373218498789285_3360_000_3380_000,sunny,cloudy/overcast,0.3398,0.2604,0.3398,0.2616,0.1112,0.0269,location_sf,Day,199,30,2019-02-14,Thursday,10,10:35:14,segment-5871373218498789285_3360_000_3380_000_with_camera_labels.tfrecord
train,5973788713714489548_2179_770_2199_770,sunny,rain/storm,0.9216,0.0051,0.021,0.0211,0.9216,0.0311,location_other,Dawn/Dusk,197,20,2017-10-04,Wednesday,18,18:48:22,segment-5973788713714489548_2179_770_2199_770_with_camera_labels.tfrecord
train,6037403592521973757_3260_000_3280_000,sunny,rain/storm,0.9845,0.0004,0.007,0.0012,0.9845,0.0069,location_sf,Day,198,30,2019-05-16,Thursday,7,07:55:21,segment-6037403592521973757_3260_000_3280_000_with_camera_labels.tfrecord
train,6038200663843287458_283_000_303_000,sunny,rain/storm,0.5637,0.0055,0.069,0.3082,0.5637,0.0536,location_other,Day,199,30,2018-04-04,Wednesday,15,15:28:01,segment-6038200663843287458_283_000_303_000_with_camera_labels.tfrecord
train,6104545334635651714_2780_000_2800_000,sunny,rain/storm,0.8835,0.0108,0.0874,0.0073,0.8835,0.011,location_sf,Day,198,30,2018-12-10,Monday,9,09:32:07,segment-6104545334635651714_2780_000_2800_000_with_camera_labels.tfrecord
train,6128311556082453976_2520_000_2540_000,sunny,snow/frosty,0.4959,0.0015,0.0247,0.0021,0.4758,0.4959,location_sf,Day,199,30,2019-05-09,Thursday,8,08:22:48,segment-6128311556082453976_2520_000_2540_000_with_camera_labels.tfrecord
train,6142170920525844857_2080_000_2100_000,sunny,rain/storm,0.5042,0.0046,0.0313,0.2261,0.5042,0.2338,location_sf,Day,199,30,2019-02-13,Wednesday,15,15:35:17,segment-6142170920525844857_2080_000_2100_000_with_camera_labels.tfrecord
train,6148393791213790916_4960_000_4980_000,sunny,rain/storm,0.666,0.0512,0.1514,0.1243,0.666,0.0072,location_sf,Night,198,30,2019-03-14,Thursday,20,20:44:26,segment-6148393791213790916_4960_000_4980_000_with_camera_labels.tfrecord
train,6150191934425217908_2747_800_2767_800,sunny,rain/storm,0.5498,0.0454,0.1244,0.0844,0.5498,0.196,location_phx,Dawn/Dusk,198,30,2017-10-05,Thursday,18,18:08:47,segment-6150191934425217908_2747_800_2767_800_with_camera_labels.tfrecord
train,616184888931414205_2020_000_2040_000,sunny,rain/storm,0.8722,0.0002,0.0038,0.0071,0.8722,0.1167,location_sf,Day,198,20,2019-05-15,Wednesday,8,08:27:14,segment-616184888931414205_2020_000_2040_000_with_camera_labels.tfrecord
train,6172160122069514875_6866_560_6886_560,sunny,cloudy/overcast,0.44,0.0599,0.44,0.2475,0.1868,0.0658,location_phx,Day,198,30,2018-03-25,Sunday,10,10:23:57,segment-6172160122069514875_6866_560_6886_560_with_camera_labels.tfrecord
train,6177474146670383260_4200_000_4220_000,sunny,rain/storm,0.8579,0.0002,0.0069,0.003,0.8579,0.132,location_sf,Day,199,20,2019-05-14,Tuesday,12,12:32:45,segment-6177474146670383260_4200_000_4220_000_with_camera_labels.tfrecord
train,6193696614129429757_2420_000_2440_000,sunny,sun/clear,0.4814,0.4814,0.2868,0.0116,0.2089,0.0112,location_sf,Day,199,20,2019-04-01,Monday,8,08:31:52,segment-6193696614129429757_2420_000_2440_000_with_camera_labels.tfrecord
train,6207195415812436731_805_000_825_000,sunny,sun/clear,0.5841,0.5841,0.0568,0.0362,0.2431,0.0797,location_phx,Day,198,40,2018-04-04,Wednesday,8,08:34:13,segment-6207195415812436731_805_000_825_000_with_camera_labels.tfrecord
train,6229371035421550389_2220_000_2240_000,sunny,sun/clear,0.5117,0.5117,0.0524,0.0096,0.3816,0.0447,location_sf,Day,199,30,2018-12-12,Wednesday,11,11:16:26,segment-6229371035421550389_2220_000_2240_000_with_camera_labels.tfrecord
train,6234738900256277070_320_000_340_000,sunny,rain/storm,0.4447,0.4213,0.0585,0.0032,0.4447,0.0723,location_sf,Day,198,30,2019-03-15,Friday,11,11:24:19,segment-6234738900256277070_320_000_340_000_with_camera_labels.tfrecord
train,6242822583398487496_73_000_93_000,sunny,rain/storm,0.8789,0.0033,0.0175,0.0121,0.8789,0.0883,location_other,Day,198,30,2018-03-19,Monday,9,09:28:12,segment-6242822583398487496_73_000_93_000_with_camera_labels.tfrecord
train,6280779486809627179_760_000_780_000,sunny,rain/storm,0.7475,0.0555,0.129,0.0069,0.7475,0.0611,location_sf,Day,199,30,2019-05-15,Wednesday,15,15:53:53,segment-6280779486809627179_760_000_780_000_with_camera_labels.tfrecord
train,6290334089075942139_1340_000_1360_000,sunny,rain/storm,0.9022,0.0145,0.0337,0.0339,0.9022,0.0157,location_sf,Night,197,30,2019-01-25,Friday,21,21:12:31,segment-6290334089075942139_1340_000_1360_000_with_camera_labels.tfrecord
train,6303332643743862144_5600_000_5620_000,sunny,snow/frosty,0.7917,0.0409,0.0369,0.0048,0.1258,0.7917,location_sf,Day,197,30,2018-11-29,Thursday,13,13:33:51,segment-6303332643743862144_5600_000_5620_000_with_camera_labels.tfrecord
train,634378055350569306_280_000_300_000,sunny,rain/storm,0.8341,0.0098,0.0323,0.002,0.8341,0.1217,location_sf,Day,198,30,2019-05-22,Wednesday,17,17:20:51,segment-634378055350569306_280_000_300_000_with_camera_labels.tfrecord
train,6350707596465488265_2393_900_2413_900,sunny,rain/storm,0.9609,0.0073,0.0128,0.0033,0.9609,0.0156,location_other,Day,198,30,2017-10-03,Tuesday,16,16:53:39,segment-6350707596465488265_2393_900_2413_900_with_camera_labels.tfrecord
train,6378340771722906187_1120_000_1140_000,sunny,rain/storm,0.876,0.0001,0.0018,0.0045,0.876,0.1177,location_sf,Day,198,20,2019-05-14,Tuesday,19,19:19:52,segment-6378340771722906187_1120_000_1140_000_with_camera_labels.tfrecord
train,6386303598440879824_1520_000_1540_000,sunny,rain/storm,0.8636,0.0211,0.0656,0.0471,0.8636,0.0026,location_sf,Night,199,30,2019-03-26,Tuesday,6,06:23:25,segment-6386303598440879824_1520_000_1540_000_with_camera_labels.tfrecord
train,6390847454531723238_6000_000_6020_000,sunny,rain/storm,0.4549,0.3582,0.0713,0.0121,0.4549,0.1036,location_sf,Day,199,30,2019-03-26,Tuesday,8,08:56:37,segment-6390847454531723238_6000_000_6020_000_with_camera_labels.tfrecord
train,6410495600874495447_5287_500_5307_500,sunny,sun/clear,0.8765,0.8765,0.0547,0.0024,0.0287,0.0377,location_phx,Day,199,20,2017-10-06,Friday,16,16:08:05,segment-6410495600874495447_5287_500_5307_500_with_camera_labels.tfrecord
train,6417523992887712896_1180_000_1200_000,sunny,rain/storm,0.5406,0.0067,0.0205,0.0177,0.5406,0.4145,location_sf,Day,199,30,2019-03-29,Friday,15,15:41:06,segment-6417523992887712896_1180_000_1200_000_with_camera_labels.tfrecord
train,6433401807220119698_4560_000_4580_000,sunny,rain/storm,0.9681,0.0001,0.0021,0.0097,0.9681,0.02,location_sf,Dawn/Dusk,198,30,2019-01-10,Thursday,7,07:43:59,segment-6433401807220119698_4560_000_4580_000_with_camera_labels.tfrecord
train,6456165750159303330_1770_080_1790_080,sunny,sun/clear,0.9682,0.9682,0.0231,0.0005,0.006,0.0022,location_phx,Day,199,30,2017-10-15,Sunday,13,13:42:26,segment-6456165750159303330_1770_080_1790_080_with_camera_labels.tfrecord
train,6559997992780479765_1039_000_1059_000,sunny,cloudy/overcast,0.3566,0.1199,0.3566,0.2275,0.2566,0.0395,location_other,Day,199,30,2018-03-20,Tuesday,9,09:20:35,segment-6559997992780479765_1039_000_1059_000_with_camera_labels.tfrecord
train,6561206763751799279_2348_600_2368_600,sunny,rain/storm,0.7255,0.01,0.1874,0.0271,0.7255,0.05,location_phx,Dawn/Dusk,197,20,2017-10-01,Sunday,18,18:07:49,segment-6561206763751799279_2348_600_2368_600_with_camera_labels.tfrecord
train,6606076833441976341_1340_000_1360_000,sunny,rain/storm,0.9475,0.0019,0.0182,0.0166,0.9475,0.0157,location_sf,Day,198,20,2019-01-17,Thursday,8,08:55:36,segment-6606076833441976341_1340_000_1360_000_with_camera_labels.tfrecord
train,6625150143263637936_780_000_800_000,sunny,sun/clear,0.7355,0.7355,0.1976,0.0031,0.0507,0.013,location_sf,Day,198,30,2019-05-22,Wednesday,15,15:55:26,segment-6625150143263637936_780_000_800_000_with_camera_labels.tfrecord
train,6638427309837298695_220_000_240_000,sunny,rain/storm,0.7167,0.0322,0.0699,0.0071,0.7167,0.1741,location_sf,Day,198,30,2019-03-22,Friday,10,10:17:51,segment-6638427309837298695_220_000_240_000_with_camera_labels.tfrecord
train,6674547510992884047_1560_000_1580_000,sunny,rain/storm,0.7904,0.0326,0.0942,0.0752,0.7904,0.0077,location_sf,Night,198,30,2019-03-21,Thursday,20,20:17:50,segment-6674547510992884047_1560_000_1580_000_with_camera_labels.tfrecord
train,6694593639447385226_1040_000_1060_000,sunny,sun/clear,0.9384,0.9384,0.0404,0.0013,0.0177,0.0022,location_sf,Day,198,30,2019-03-29,Friday,15,15:38:46,segment-6694593639447385226_1040_000_1060_000_with_camera_labels.tfrecord
train,6722602826685649765_2280_000_2300_000,sunny,rain/storm,0.9507,0.0005,0.0063,0.0095,0.9507,0.033,location_sf,Day,199,30,2019-05-16,Thursday,12,12:26:17,segment-6722602826685649765_2280_000_2300_000_with_camera_labels.tfrecord
train,6740694556948402155_3040_000_3060_000,sunny,rain/storm,0.6628,0.0045,0.0341,0.0758,0.6628,0.2229,location_sf,Day,199,30,2019-05-15,Wednesday,16,16:19:16,segment-6740694556948402155_3040_000_3060_000_with_camera_labels.tfrecord
train,6742105013468660925_3645_000_3665_000,sunny,rain/storm,0.3003,0.0102,0.2744,0.2385,0.3003,0.1766,location_phx,Day,197,30,2018-03-24,Saturday,15,15:19:06,segment-6742105013468660925_3645_000_3665_000_with_camera_labels.tfrecord
train,6763005717101083473_3880_000_3900_000,sunny,rain/storm,0.8911,0.0144,0.0534,0.0346,0.8911,0.0065,location_sf,Night,198,30,2019-01-14,Monday,20,20:50:41,segment-6763005717101083473_3880_000_3900_000_with_camera_labels.tfrecord
train,6771783338734577946_6105_840_6125_840,sunny,rain/storm,0.501,0.3588,0.0393,0.0043,0.501,0.0967,location_other,Day,198,20,2017-10-04,Wednesday,15,15:38:24,segment-6771783338734577946_6105_840_6125_840_with_camera_labels.tfrecord
train,6771922013310347577_4249_290_4269_290,sunny,rain/storm,0.8003,0.0405,0.0827,0.0663,0.8003,0.0101,location_phx,Night,199,30,2017-11-25,Saturday,18,18:19:20,segment-6771922013310347577_4249_290_4269_290_with_camera_labels.tfrecord
train,6791933003490312185_2607_000_2627_000,rain,rain/storm,0.8695,0.0165,0.0824,0.0294,0.8695,0.0022,location_phx,Night,198,20,2018-02-27,Tuesday,21,21:47:11,segment-6791933003490312185_2607_000_2627_000_with_camera_labels.tfrecord
train,6792191642931213648_1522_000_1542_000,sunny,rain/storm,0.681,0.0221,0.033,0.0243,0.681,0.2395,location_other,Day,198,30,2018-03-20,Tuesday,9,09:28:38,segment-6792191642931213648_1522_000_1542_000_with_camera_labels.tfrecord
train,6799055159715949496_2503_000_2523_000,sunny,rain/storm,0.4813,0.0058,0.0496,0.3151,0.4813,0.1483,location_other,Day,199,40,2018-03-12,Monday,17,17:49:07,segment-6799055159715949496_2503_000_2523_000_with_camera_labels.tfrecord
train,6813611334239274394_535_000_555_000,sunny,sun/clear,0.4308,0.4308,0.0897,0.0224,0.403,0.0541,location_other,Day,195,40,2018-03-16,Friday,9,09:05:05,segment-6813611334239274394_535_000_555_000_with_camera_labels.tfrecord
train,6814918034011049245_134_170_154_170,sunny,sun/clear,0.4366,0.4366,0.05,0.0203,0.3733,0.1198,location_phx,Day,199,20,2017-10-06,Friday,10,10:54:56,segment-6814918034011049245_134_170_154_170_with_camera_labels.tfrecord
train,6904827860701329567_960_000_980_000,sunny,rain/storm,0.6927,0.0151,0.0637,0.085,0.6927,0.1435,location_sf,Day,198,30,2019-04-01,Monday,10,10:36:51,segment-6904827860701329567_960_000_980_000_with_camera_labels.tfrecord
train,6935841224766931310_2770_310_2790_310,sunny,rain/storm,0.5236,0.0884,0.0563,0.1716,0.5236,0.1602,location_phx,Dawn/Dusk,199,30,2018-03-12,Monday,18,18:38:06,segment-6935841224766931310_2770_310_2790_310_with_camera_labels.tfrecord
train,7000927478052605119_1052_330_1072_330,sunny,rain/storm,0.5955,0.2629,0.0572,0.01,0.5955,0.0744,location_phx,Day,198,20,2017-10-25,Wednesday,16,16:26:27,segment-7000927478052605119_1052_330_1072_330_with_camera_labels.tfrecord
train,7007702792982559244_4400_000_4420_000,sunny,rain/storm,0.8421,0.0287,0.0685,0.0547,0.8421,0.0061,location_sf,Night,198,30,2019-01-03,Thursday,20,20:43:09,segment-7007702792982559244_4400_000_4420_000_with_camera_labels.tfrecord
train,7019385869759035132_4270_850_4290_850,sunny,sun/clear,0.5928,0.5928,0.0357,0.0073,0.2502,0.114,location_other,Day,198,30,2017-10-02,Monday,15,15:18:36,segment-7019385869759035132_4270_850_4290_850_with_camera_labels.tfrecord
train,7038362761309539946_4207_130_4227_130,sunny,cloudy/overcast,0.5418,0.328,0.5418,0.0954,0.0264,0.0085,location_phx,Day,197,30,2017-11-16,Thursday,16,16:28:31,segment-7038362761309539946_4207_130_4227_130_with_camera_labels.tfrecord
train,7089765864827567005_1020_000_1040_000,sunny,rain/storm,0.8515,0.0565,0.0413,0.0016,0.8515,0.0491,location_sf,Day,198,30,2019-03-15,Friday,10,10:18:07,segment-7089765864827567005_1020_000_1040_000_with_camera_labels.tfrecord
train,7101099554331311287_5320_000_5340_000,sunny,sun/clear,0.9191,0.9191,0.0131,0.0007,0.0228,0.0443,location_sf,Day,198,30,2019-03-29,Friday,16,16:50:06,segment-7101099554331311287_5320_000_5340_000_with_camera_labels.tfrecord
train,7120839653809570957_1060_000_1080_000,sunny,rain/storm,0.857,0.0002,0.0035,0.0077,0.857,0.1315,location_sf,Day,197,30,2019-05-14,Tuesday,10,10:05:50,segment-7120839653809570957_1060_000_1080_000_with_camera_labels.tfrecord
train,7187601925763611197_4384_300_4404_300,sunny,cloudy/overcast,0.5055,0.2832,0.5055,0.1187,0.0837,0.0089,location_phx,Night,198,30,2017-10-05,Thursday,18,18:36:04,segment-7187601925763611197_4384_300_4404_300_with_camera_labels.tfrecord
train,7189996641300362130_3360_000_3380_000,sunny,sun/clear,0.991,0.991,0.006,0.0001,0.002,0.0009,location_sf,Day,199,30,2019-03-15,Friday,12,12:14:59,segment-7189996641300362130_3360_000_3380_000_with_camera_labels.tfrecord
train,7239123081683545077_4044_370_4064_370,sunny,sun/clear,0.9928,0.9928,0.005,0.0002,0.0011,0.0009,location_phx,Day,199,40,2017-10-28,Saturday,10,10:10:41,segment-7239123081683545077_4044_370_4064_370_with_camera_labels.tfrecord
train,7290499689576448085_3960_000_3980_000,sunny,rain/storm,0.8599,0.0005,0.007,0.0041,0.8599,0.1285,location_sf,Day,199,30,2019-05-14,Tuesday,8,08:19:12,segment-7290499689576448085_3960_000_3980_000_with_camera_labels.tfrecord
train,7313718849795510302_280_000_300_000,sunny,sun/clear,0.5662,0.5662,0.0465,0.0023,0.35,0.035,location_sf,Day,198,30,2019-03-15,Friday,11,11:23:39,segment-7313718849795510302_280_000_300_000_with_camera_labels.tfrecord
train,7324192826315818756_620_000_640_000,sunny,rain/storm,0.8,0.0714,0.0986,0.0127,0.8,0.0174,location_sf,Day,198,30,2018-12-03,Monday,11,11:40:27,segment-7324192826315818756_620_000_640_000_with_camera_labels.tfrecord
train,7331965392247645851_1005_940_1025_940,sunny,sun/clear,0.9734,0.9734,0.0088,0.0009,0.0073,0.0097,location_phx,Day,199,30,2017-10-06,Friday,16,16:38:37,segment-7331965392247645851_1005_940_1025_940_with_camera_labels.tfrecord
train,7344536712079322768_1360_000_1380_000,sunny,rain/storm,0.9072,0.0016,0.0113,0.0084,0.9072,0.0715,location_sf,Dawn/Dusk,199,30,2018-10-31,Wednesday,17,17:42:30,segment-7344536712079322768_1360_000_1380_000_with_camera_labels.tfrecord
train,7373597180370847864_6020_000_6040_000,sunny,rain/storm,0.8438,0.0011,0.0111,0.107,0.8438,0.0371,location_sf,Day,199,30,2019-02-13,Wednesday,10,10:38:27,segment-7373597180370847864_6020_000_6040_000_with_camera_labels.tfrecord
train,744006317457557752_2080_000_2100_000,sunny,sun/clear,0.7086,0.7086,0.0575,0.0114,0.1778,0.0448,location_sf,Day,199,30,2019-02-07,Thursday,9,09:36:30,segment-744006317457557752_2080_000_2100_000_with_camera_labels.tfrecord
train,7440437175443450101_94_000_114_000,sunny,rain/storm,0.5339,0.0004,0.0033,0.1013,0.5339,0.361,location_other,Day,198,40,2018-03-23,Friday,8,08:25:08,segment-7440437175443450101_94_000_114_000_with_camera_labels.tfrecord
train,7447927974619745860_820_000_840_000,sunny,rain/storm,0.823,0.0254,0.073,0.0048,0.823,0.0737,location_sf,Day,199,30,2019-05-15,Wednesday,15,15:54:53,segment-7447927974619745860_820_000_840_000_with_camera_labels.tfrecord
train,7458568461947999548_700_000_720_000,sunny,rain/storm,0.9055,0.0007,0.0098,0.0132,0.9055,0.0708,location_sf,Day,198,30,2019-04-01,Monday,18,18:07:53,segment-7458568461947999548_700_000_720_000_with_camera_labels.tfrecord
train,7466751345307077932_585_000_605_000,sunny,rain/storm,0.7583,0.0493,0.097,0.087,0.7583,0.0084,location_phx,Night,198,30,2018-04-02,Monday,20,20:27:56,segment-7466751345307077932_585_000_605_000_with_camera_labels.tfrecord
train,7517545172000568481_2325_000_2345_000,sunny,sun/clear,0.3755,0.3755,0.153,0.0286,0.1288,0.3142,location_phx,Day,199,40,2018-04-01,Sunday,11,11:55:01,segment-7517545172000568481_2325_000_2345_000_with_camera_labels.tfrecord
train,7543690094688232666_4945_350_4965_350,sunny,sun/clear,0.3833,0.3833,0.2559,0.0113,0.3247,0.0248,location_other,Day,197,40,2017-10-23,Monday,15,15:39:31,segment-7543690094688232666_4945_350_4965_350_with_camera_labels.tfrecord
train,7554208726220851641_380_000_400_000,sunny,rain/storm,0.8729,0.0075,0.0324,0.0384,0.8729,0.0488,location_sf,Dawn/Dusk,199,30,2019-02-08,Friday,6,06:49:58,segment-7554208726220851641_380_000_400_000_with_camera_labels.tfrecord
train,7566697458525030390_1440_000_1460_000,sunny,rain/storm,0.8568,0.0003,0.0025,0.0026,0.8568,0.1378,location_sf,Day,198,30,2019-05-07,Tuesday,18,18:03:54,segment-7566697458525030390_1440_000_1460_000_with_camera_labels.tfrecord
train,759208896257112298_184_000_204_000,sunny,snow/frosty,0.4104,0.3083,0.1018,0.0052,0.1742,0.4104,location_other,Day,199,30,2018-03-01,Thursday,10,10:02:15,segment-759208896257112298_184_000_204_000_with_camera_labels.tfrecord
train,7643597152739318064_3979_000_3999_000,sunny,rain/storm,0.6052,0.003,0.0379,0.2138,0.6052,0.1401,location_other,Day,199,20,2018-01-09,Tuesday,11,11:09:29,segment-7643597152739318064_3979_000_3999_000_with_camera_labels.tfrecord
train,7670103006580549715_360_000_380_000,sunny,rain/storm,0.8407,0.0214,0.0804,0.0024,0.8407,0.0551,location_sf,Day,198,40,2019-04-03,Wednesday,11,11:34:11,segment-7670103006580549715_360_000_380_000_with_camera_labels.tfrecord
train,7727809428114700355_2960_000_2980_000,sunny,rain/storm,0.6881,0.0376,0.2552,0.0081,0.6881,0.011,location_sf,Day,198,30,2019-03-28,Thursday,8,08:11:56,segment-7727809428114700355_2960_000_2980_000_with_camera_labels.tfrecord
train,7741361323303179462_1230_310_1250_310,sunny,sun/clear,0.9468,0.9468,0.0216,0.0018,0.0191,0.0106,location_phx,Day,199,20,2017-10-10,Tuesday,15,15:52:34,segment-7741361323303179462_1230_310_1250_310_with_camera_labels.tfrecord
train,7761658966964621355_1000_000_1020_000,sunny,rain/storm,0.717,0.0882,0.1032,0.0046,0.717,0.087,location_sf,Day,199,20,2019-05-17,Friday,17,17:58:31,segment-7761658966964621355_1000_000_1020_000_with_camera_labels.tfrecord
train,7768517933263896280_1120_000_1140_000,sunny,rain/storm,0.8762,0.0091,0.064,0.0074,0.8762,0.0434,location_sf,Day,197,30,2018-11-26,Monday,7,07:50:15,segment-7768517933263896280_1120_000_1140_000_with_camera_labels.tfrecord
train,7799671367768576481_260_000_280_000,sunny,rain/storm,0.7612,0.0414,0.1146,0.0773,0.7612,0.0056,location_sf,Night,193,29,2018-11-21,Wednesday,18,18:50:51,segment-7799671367768576481_260_000_280_000_with_camera_labels.tfrecord
train,7837172662136597262_1140_000_1160_000,sunny,rain/storm,0.8607,0.0019,0.0125,0.0226,0.8607,0.1023,location_sf,Dawn/Dusk,186,27,2019-01-25,Friday,16,16:57:48,segment-7837172662136597262_1140_000_1160_000_with_camera_labels.tfrecord
train,7850521592343484282_4576_090_4596_090,sunny,rain/storm,0.8656,0.0275,0.0579,0.0425,0.8656,0.0066,location_phx,Night,197,20,2018-03-12,Monday,19,19:34:30,segment-7850521592343484282_4576_090_4596_090_with_camera_labels.tfrecord
train,7861168750216313148_1305_290_1325_290,sunny,rain/storm,0.963,0.009,0.0101,0.0011,0.963,0.0169,location_other,Day,199,50,2017-10-30,Monday,15,15:22:21,segment-7861168750216313148_1305_290_1325_290_with_camera_labels.tfrecord
train,786582060300383668_2944_060_2964_060,sunny,rain/storm,0.7773,0.0284,0.0832,0.0231,0.7773,0.088,location_other,Day,199,30,2017-10-22,Sunday,17,17:11:46,segment-786582060300383668_2944_060_2964_060_with_camera_labels.tfrecord
train,7885161619764516373_289_280_309_280,sunny,sun/clear,0.9168,0.9168,0.019,0.0017,0.0452,0.0173,location_phx,Day,198,30,2017-10-05,Thursday,14,14:38:02,segment-7885161619764516373_289_280_309_280_with_camera_labels.tfrecord
train,7890808800227629086_6162_700_6182_700,sunny,rain/storm,0.8654,0.0093,0.0298,0.0229,0.8654,0.0726,location_other,Day,197,20,2017-10-02,Monday,17,17:54:41,segment-7890808800227629086_6162_700_6182_700_with_camera_labels.tfrecord
train,7912728502266478772_1202_200_1222_200,sunny,rain/storm,0.7051,0.035,0.0309,0.1113,0.7051,0.1177,location_phx,Dawn/Dusk,196,19,2017-10-01,Sunday,17,17:48:43,segment-7912728502266478772_1202_200_1222_200_with_camera_labels.tfrecord
train,7920326980177504058_2454_310_2474_310,sunny,rain/storm,0.6064,0.0929,0.1524,0.1395,0.6064,0.0088,location_phx,Night,199,30,2018-01-04,Thursday,19,19:12:31,segment-7920326980177504058_2454_310_2474_310_with_camera_labels.tfrecord
train,7921369793217703814_1060_000_1080_000,sunny,rain/storm,0.9104,0.0001,0.0021,0.0026,0.9104,0.0848,location_sf,Day,198,30,2019-05-06,Monday,9,09:20:14,segment-7921369793217703814_1060_000_1080_000_with_camera_labels.tfrecord
train,7934693355186591404_73_000_93_000,sunny,sun/clear,0.5654,0.5654,0.0557,0.0048,0.3272,0.0469,location_other,Day,198,30,2018-03-15,Thursday,8,08:33:40,segment-7934693355186591404_73_000_93_000_with_camera_labels.tfrecord
train,7940496892864900543_4783_540_4803_540,sunny,sun/clear,0.9288,0.9288,0.0175,0.0034,0.0319,0.0185,location_other,Day,199,50,2017-10-04,Wednesday,15,15:16:22,segment-7940496892864900543_4783_540_4803_540_with_camera_labels.tfrecord
train,7950869827763684964_8685_000_8705_000,sunny,sun/clear,0.983,0.983,0.0081,0.0018,0.0029,0.0041,location_phx,Day,199,20,2018-04-02,Monday,16,16:50:55,segment-7950869827763684964_8685_000_8705_000_with_camera_labels.tfrecord
train,7996500550445322129_2333_304_2353_304,sunny,sun/clear,0.9447,0.9447,0.0154,0.0013,0.032,0.0066,location_phx,Day,199,30,2017-10-24,Tuesday,15,15:28:07,segment-7996500550445322129_2333_304_2353_304_with_camera_labels.tfrecord
train,7999729608823422351_1483_600_1503_600,sunny,sun/clear,0.9234,0.9234,0.0286,0.0023,0.039,0.0065,location_phx,Day,198,30,2017-10-24,Tuesday,15,15:13:58,segment-7999729608823422351_1483_600_1503_600_with_camera_labels.tfrecord
train,8031709558315183746_491_220_511_220,sunny,sun/clear,0.8239,0.8239,0.116,0.0017,0.0377,0.0207,location_phx,Day,199,40,2017-10-05,Thursday,16,16:19:17,segment-8031709558315183746_491_220_511_220_with_camera_labels.tfrecord
train,80599353855279550_2604_480_2624_480,sunny,sun/clear,0.988,0.988,0.0096,0.0002,0.0006,0.0017,location_phx,Day,198,30,2017-10-05,Thursday,9,09:40:46,segment-80599353855279550_2604_480_2624_480_with_camera_labels.tfrecord
train,809159138284604331_3355_840_3375_840,sunny,sun/clear,0.85,0.85,0.0287,0.0032,0.0949,0.0232,location_phx,Day,199,30,2017-10-14,Saturday,9,09:31:30,segment-809159138284604331_3355_840_3375_840_with_camera_labels.tfrecord
train,8099457465580871094_4764_380_4784_380,sunny,sun/clear,0.8119,0.8119,0.0277,0.0033,0.111,0.0461,location_phx,Day,198,20,2017-10-05,Thursday,15,15:52:37,segment-8099457465580871094_4764_380_4784_380_with_camera_labels.tfrecord
train,8120716761799622510_862_120_882_120,sunny,sun/clear,0.951,0.951,0.019,0.0021,0.0195,0.0085,location_phx,Day,199,30,2017-10-13,Friday,9,09:10:57,segment-8120716761799622510_862_120_882_120_with_camera_labels.tfrecord
train,8123909110537564436_7220_000_7240_000,sunny,sun/clear,0.5778,0.5778,0.0538,0.007,0.251,0.1103,location_sf,Day,199,30,2018-11-08,Thursday,10,10:44:13,segment-8123909110537564436_7220_000_7240_000_with_camera_labels.tfrecord
